image_id,dim0,dim1
78ea1df200023de69c0cf9d0c8a28658,3072,2540
2ef0bacf191dcacaa16ceb8a8b6a7fc6,2521,2517
79de04cf4fa83ad72fdaa6b5a829abdb,2902,2552
19e52ebffd475ed05b3da85179bf33e8,2880,2304
c996a67b615c29ae24418c918bd44c69,3263,2462
4bd16f83acdd998db7ae9a6a3bbefbc6,2881,2292
38ab2d3283b496d60dc137e94d16b7c6,3244,2908
9259faeeda26a934fb32c74b8682e15f,2924,2995
96331146d9845ecb8a6ae3d15e3bf7bf,3072,3072
7d0090c158c1835dce5e0adc9819847b,3000,3000
b7b84cc718930bb70aa2fdcb53cfb98e,2880,2304
ee6eeaf541a305708e7a477a9def0488,3170,2642
5f29751e018d2c3458d027c39a722316,2836,2336
dad29ad2bc1152c67a5d35817d48d026,2684,2476
ab222bf9c6bcf512c9ca21a87d9e9d37,3072,2540
4a36862143c1cdc398259f9d51858e3e,2850,2680
3b7b733541b21f511d7d5be899070488,2880,2304
0b5d222662dfa80d7ba8b101bb88e20c,3006,2847
eb72e2bb09327ca57b150dab46677e1f,2742,2919
a5684993d040dee61d5bb0fa9d47e7af,2500,2048
3b570d78d3b8fbe8dd3af543d0ab08a6,2836,2336
269fc38670939729787d740e47145028,2958,2541
74d7567d6aef1fd896f3904205d3a2fb,2998,2353
b84c0f9809494765a2cb12c63e21c8d1,2699,2421
47c99f1ff7abe52d6dcdf4414db20e2c,2048,2500
70bc0e8c0b8a06f2865950106bd4e9e1,3170,2642
b66d58ed04096cca4e4fbb0da6e74592,2880,2304
89431ff737f91d37f64794633903a0f4,2476,2201
97f2532b23e896cc3fa4881b574616cd,3000,3000
e2441e5b3cbecdd27c65aea20353cc1d,3000,2936
a18d88dbf60435ac196dbcdc512115c7,3036,2576
542fb1103cb5c85fd8483eeb477743e8,3000,3000
1820dac3aa7e69930923b2f7a7bb14c1,3072,3072
7ac1d89421035b48e47b4f1a1c970f4c,3000,3000
48774729b8921e024731f773e541d248,2880,2304
8a1441c6be67663d6009299225e43570,2430,1994
9ef2c06481a9e65d71e6743d04217462,2543,1954
59b9ceea384d3f443daca91e8ca743ae,3028,2517
3a377dcc1d8747ccd388578f46c0d405,3196,2588
55c18a4388ce0880ed2cea002d2c18e8,2430,1994
66c78b116b4324190d18d2997a00e354,3000,2937
f289d19e4b47b6f38bc2dca65d2d40bd,2992,2676
63318c2118f609fbddeb52e09fae2cf4,2836,2336
85cfc59f138f490784170dbaeb0112a7,2750,2317
36c9811a352b5b8721793d608e786fea,3072,3072
3052d5f66f219ee25809245280ca4228,2886,2475
5a99c2a6e74893938d2871448fe5e44b,3170,2642
c9e7fee9a81af19c2449de8d550621f5,3072,3072
a7edba318fa3305ec4118eb7e0091140,2880,2304
58bfe68d45f17aae1f4ffb9b5db6d6f8,2500,2048
189c815777fa485aae9d996e4a567650,3032,2520
9afff561bc73077fdbbcb1dbe817d112,2876,2585
21f4f5c12bd2926d61ba5e544301ebf7,2500,2048
83993c8d8053cfbc221fe1a34b7d1a03,2603,2398
73b83ade1fb63fc7c966c1d776323ad0,2430,1994
b2da731a6a1f3b124158c4747ab422ea,2430,1994
f1e06b99689d0e62ee0d9967a2c9d711,2635,2451
79f4935b01d8f2a792da470bf49e4d82,3170,2642
095c13d937c0dd9f547035344ba6c6c4,2500,2048
8bc39f906a38931070b45fe1ea57b244,2783,2375
3db23998c63be6f49d63bab28750a207,2836,2336
3edd82b25a737edddbc2ce0502da485f,2923,2490
18e5f8a372c20c95b78d49ce1ab39f16,2500,2048
12b49a99525b01145b7821b6c47e3ac3,2500,2048
d997f71818df03dd9ba8d4214dcf1856,2995,2833
9ce5d86c2dcaacd045d5f52587e41247,3072,3072
a5bdf59cbdda3f531f057d3c1840fef1,2878,2610
14c4435ad1dd7514a114db60e978f9db,3072,3072
415f0f58066bad3d69bd5fac2c80574b,3072,2540
48e258ce61a71b27f93233e021024be8,3072,2864
1da48524f9e1dc707b4f1652caa756d0,2430,1994
8f4b8ebd9dd50f962a5855e550ed9dba,2880,2304
d7a25ad16052c0403d8d7313c8af2223,2836,2336
d3dfd38de2eecc6492fa8101d8245b76,3072,3072
6a4f9965e83bfad45d66d4afa5d28cc5,2880,2304
90614e3b0be57951e59fe53ef7515149,2836,2336
3115c1b6368f91b45f691edbd63f1a78,2992,2810
d5748f4a874d4e5de5c750e49e9ad308,2933,2722
0ee815af6f6dc10b6e9cf697791ca809,2104,1880
d4ccb1af0fc3f225a7d2536c74a3a388,3072,3072
a36aac5fd1a369927db79c79a1139099,2430,1994
5602ceee33300c3cf4a74782ae08987d,3408,2656
f08b2100e00b9754597dd5170ee877ab,2430,1994
1aaa4b217affae30113bd3a7a384a4c7,3072,3072
bd94013e719d3bf243bdf5771490bb0a,2806,2630
4b56bc6d22b192f075f13231419dfcc8,2040,1968
854079ff7c24d428b28fe5992c9f5a41,2430,1994
6ae1f2a68752f912d24269a34302dd5c,2836,2336
c8f75e6529a051827b8b7952a3e65f5b,3256,2660
6a6d716b650b15a1babbcd82ca95d76e,2880,2304
a1b5cfca2b1906d2d92b6668e39501fe,2760,2372
9d08785c39241414b688666eadc627e4,2836,2336
f680a42a3444d3739c5552face67bf18,2880,2304
8ebf23deb8ee4d7bba82aa38d3420fee,2960,2664
06eefcf8135f5253c975adb82276ec6a,2836,2336
4c029c4f3deed9414b157053867709b0,2884,2392
482888f84b6b41c2afff7e8fb6341884,2730,2674
6a7e2b68c0cb8bdaac6323d35fb495f7,3408,2845
1ce0b74770c21730b35e7800b7b8e4ad,2366,2353
7b5d44f6dd14787142deafbe64eb3b03,2500,2048
7736d86868e78aeb6cf52f6263fe6598,3072,2540
d86c7405606f965ab7300ef1eacbcacc,3207,2912
d29e710527ad79b62590045f7a7dbc9a,2510,1935
63868c96f530dd6940c3b978842cca5a,2430,1994
473e37c62215eca1498bf0584e59b69a,3028,2517
8a6df5f9f33f6df888f00882757209d9,2880,2304
374f6ee36e43e327dc291aa4167101ca,3408,3320
ffdd027d6aa68286ea30c61ab6f58454,2430,1994
f140d1a6b8993e35ded449669a69d2f7,3072,3072
a8ae76a6902d594f90596f039ffca026,2880,2304
ef812538b5c46fa190f23f422cfc23d1,3155,2583
2786254704ba55232153e060132ed100,3072,3072
f90d70aeadcff7186649097a25a2d1a9,2430,1994
9a6ef2893ef45236c5eb1141db74c9aa,2500,2048
751730c1b36932cedd1e7157639a7ca0,2836,2336
b770403a1d0ab861f1944f8b896afcae,3408,2485
a3e59ba8d8ef9b10e5bca535dff74591,2430,1994
90dcb45c678e102f1ec817a96812c7a7,3072,2540
5d03f4c2d353a2ddfdc4ba932e5b1029,2881,2347
fb31baa6cb3084cb283c11ee81c32f22,3362,2687
6a39d0181e330fae49e2fe5398e049f1,2658,2270
267232cc663d4cd96dc3a6a920aabf08,2430,1994
a66a0b86804793c9ec57ba54d71b337d,3072,2540
1246d654bb8a0b1e713e6d48a485456a,3086,2642
7519a77c0a9036cf63d56d53f708965a,2368,1728
4e6bcd280e3c03f7fd4e4846c6d560c1,2135,2128
c454d24257f2d8ddd5701b4ea492141d,2500,2048
4de285a2425fae1e19bb809500afb721,2670,2927
1b5e805a3ddb27279d3a0a698eedc144,2430,1994
f3741f47791eca3ad54e01f9c36188a1,2688,2208
3e300793e970e7916c36a57fe350f688,2902,2448
23c9516db65572bae3125bcaead302d3,2509,2609
3de802c8e4c1a89864680dd1c80a8832,2968,2729
d0ee1f0d610ba10422616672c0b06b80,3028,2517
659c6031ed4b7d875e5e14662eb50bf2,3264,2792
9cd567d3e9bbb1f2ab50f1e8eae1962c,2500,2048
6db49f47f687dc963c905d4e35daf610,2500,2048
bb529448c14de6614a21af26b38cd617,2836,2336
5d62c79af0c0dfab5633ac80ef95d1bb,2430,1994
641583031d565c2464b10ddb3da508d6,2723,2286
3d4cff7ec8b3e2fe5b3f606880b45e7c,2542,2172
2a848e44e179f5e9b7d708835cfa5109,2880,2304
bdde108a7d024a734cdbed2952f64fe1,2570,2433
dc249d912181102a5875015b61b92d70,2112,1992
058fab57c813368cb0e2fb91484d9ec6,2430,1994
3970da5668c7632a4a5c8a6aacd10d71,2836,2336
1e47f8b7036defda2d0191401e1e05d6,2746,2538
7c2e1c2b8ddcfaeae966c23615f01546,2048,2500
afb8601b20f73b8ca44fbb72ceb39a1a,3322,2874
af8acc7a1b5d6dcb59b6db810b5119ee,2618,2270
e07781317a00819958431a2d9e1ba19d,3049,2531
ad03b90b3f5f7b7fa7d54674a7abb862,2836,2336
371b40dcd28695d56f820de513906913,2880,2304
1f68a73472d32146d1cbe3bcd9355337,2767,2609
a38ada10a292b712c0e0dc2ac01668ee,3000,2997
02efc4e2e6e71e024fbfecb404a008a4,3035,2800
2287c4e36b373a34f680af5955460c87,2871,2278
d64ce56d57c57b5cb6ea43a8b274dc13,2709,2536
af9e637ceefdd477dd305fe750ff75b5,3072,2540
72d8934678a3bed17e6ffcf1b63b6aa4,3072,3072
2925a92e55c82f1172d3efc8f74619c8,3072,2540
c324c7c5170d626095a11ea6de53d5b2,2430,1994
7792774f9cce897c741875f11aad61e2,3072,3072
8de556d9cd8d026b8eba03870cc6acba,2880,2304
6f2549a9061a1598f083000b1992f119,2241,2289
036e52a7979b27826f67bde01b2bf725,2836,2336
86e8ce292daefc9328a104fa2116d6de,3027,2673
4319296b1f1156bdf8f45f7599b168aa,2430,1994
e8fbbd3a478837f5b5c497874e492fdf,3000,3000
eb3f408d6ce7818e66b775cbed9b53b1,3009,2736
bea1f7c619ec14e67f81887886629899,2430,1994
024f9140bd829c346fc91fcf4009d251,2780,2783
2afc0fb2fa469292aa7bfd4d2db0ffda,2430,1994
26555d1abc4576ef9e235aba96f4429e,2880,2304
e7136e97a466963b452941e91b6330fe,2736,2612
665ef2211ef112b368b1c312e1dca0ea,2867,2417
a1d98bb10a43fa53b221ed6457d65f7a,2776,2336
d1bb581de986967b12d4ee6a064d70e8,2607,2504
be3bbacb9b3c148eae9549bce68bf0db,3072,3072
a8887bae37bd218a89be7a6e2dc1499b,2430,1994
91aa108182ceacfb0798d606eb77d417,2826,2368
5d5c6bef270479bc5f71c5239f5e6e17,3183,2649
0c402b0f68dfb6cf6d8045526736d425,3170,2642
166ec2a0d12a881a828e8094bd8a278d,2394,2359
8a6d2a7785597632c8ee8b7bc1b0ec4d,2500,2048
542f4583f097667ad5f691085f1da789,2836,2336
900fa6baa0c15f5c96eaed57294ec6d4,3124,2829
55522f91d2da99602696a2c6b0b5f42a,3170,2642
388fb2f980ea6f063c9e05a6614af82d,2500,2048
7b41dadbe305cc9f4f6068d473f73daf,2880,2304
753581089bcd75c2ba28375ac72ed77a,1740,1493
c6c266db9a9de1549b7534b15a7782a8,3072,3072
bacf76976dff64f707ced998bda67b43,3000,3000
7fb71df345cda325b0e0c453fe5e3517,2430,1994
ff30dbb59e633044661f968022eea1ef,3013,2587
7fbdcc98dcb6e88187cf7461af6d2d61,2640,2048
64ebff0a73f5c7daf54acb8d71ff0980,3028,2517
44d5e686a3810e37a60a2057bee050be,2430,1994
cdbacab6bf30170ef0ba9fd1d195d270,2500,2048
189cdd6c035ddf60e25d6b5a59483aa4,3028,2517
14bff13391fb9afad88949a2f83daab6,3027,2469
64395316b507236056e6cf7bde367792,2430,1994
e690dec63fc0ce9e73eaf32e679b6ceb,2691,2321
bffe24bfd56e64deb65bf639805df7cc,3093,2729
cfbac484f94686cd93d564487d9e5a8a,3000,3000
fc8c4737d8852af905ef96b5ca0daef9,1944,1728
9a080db6a1a2ceca36947cebd0367514,3068,2688
30b7c5887272f0d0fd2b78925dfd7518,2003,2504
ad7406ca14d69d62db43ff0afed1d042,2836,2336
469f62e3e53dd6327aa266bea169f198,2943,2399
95d3c55f3737289bc2ea761df9a0c120,3072,2540
54e0ba972c320dff17869991619db028,2565,2545
db56d92cb8648d1bd80eff002eefdbf7,2880,2304
f3328325b54d024ffc2b99a4430d213e,2500,2048
fa29bc55f17cdea1fe2eec7e0a28a8b3,3072,3072
26814fc54bbb41c62e1fc2c2646f3288,2880,2304
e68d59b64350acbd47e5a05d03ba1e0a,3134,2472
7d3d289c824d3643eb22cdcde43afdf7,2500,2048
d23be2fc84b61c8250b0047619c34f1a,2640,2832
9b28fda49336cf7ba76cda9ce9ffef1e,2974,2500
8e506a2c5a4a64624770f56bd56fe684,2880,2304
9a9210bab01aff4dcea2526ffef3c445,3072,3072
3b1ba27ab6e28a38003be2182e2390d8,2819,2573
014b381459563f39d15b37e327f2766e,3044,2628
a7b7907cb8643cf431677e6163943ab4,2560,2340
51df5eca07ab2ddb3be2eeee9a52c605,2880,2304
207fd3c362fd3f6dcd3adc75a03c4861,3000,3000
d7d4e27e5a9b3752fddcf5c6080026d5,3072,3072
de8c78afea91064bd977bb7092b99a63,3028,2517
0a8b7a6bc6b604bd67eff9d5258b959a,3000,2947
5fbe6cf85ca10f3d7f7d3641178ec31d,3170,2642
64fb1eee6339804a99a1f73aca1c4f0f,2500,2048
5bb0326c9a521b981418f1802232b374,2500,2048
6f2977236faaf9a648422903ae9671a5,2500,2048
8f6709f15f4f222cf7af5bb49f73aa18,2320,1912
cd65b855649668771590cb5693e40910,2836,2336
72db011d874a7d2151f75b4f0ae679b2,2880,2304
3026cfdcb0f396c0862e945d9aca9f2d,3072,3072
78b0c9b0b5119e164eca84e3a288452e,3072,3072
7d1d6c683513c07e91b0f5342a9e2cdc,2430,1994
0d94045f9e16f077bc6bbdea9f6c561b,3408,2295
f27993d9a75ad1e69611b81b783d98a0,2944,2295
a98a0d44331990bbe677bb95b97938f9,2926,2621
7f1d7f3172c881299c6055db6ae127c1,3072,3072
44faca5820fb27d08b36e459145350b8,2500,2048
c29776abe9bff79b1f724acb92b706d5,2770,2285
93b19937892c90a3d062674c7c554765,2880,2304
947c9697bb1023635f14e326d13c55bc,2880,2304
350c79ddc5923558065010ec88aee1d6,3072,2540
2d377f5b2bd10b8ead268046859d939a,2880,2304
1b44e26dcb2892268d5326bf44ccd2b3,2880,2304
c40efde4da3c59ef506a9138b5fb3f5f,2930,2504
b9c7edadba4709a6fae8c38d87da3ad3,2430,1994
0a75c2f2e7bc1090077b8ef4aeeeacce,2623,2423
8ea2e975842aba964064eb3f5525f0aa,2500,2048
dd0c118ff9da545fd6af880d1bfd0d80,2500,2048
aeec3fae5f68905d2b50d90008281801,2999,2431
110cd42557499b2bcfe84732b281172c,2500,2048
2c8f7823a733497e98add3125db370cf,3072,2540
dd24bdf17806362aab369798b59fc3a9,2695,2443
f7975e0d3f833ad7f395b1c895db6189,2507,2154
a6b0c3033c7217ea81b656887efe03df,2836,2336
04d462de5e02b54e3756875caebda95c,2660,2416
1c9fc8983a2663a9feff8139697e3c6e,2836,2336
66c570971c7df4782e3dfb9e74f0dd1e,3028,2517
2e84160b6410f2abd0fc7a440bff03ca,2430,1994
19f846627c7cbca2485703b5bfee2e52,2430,1994
892dc4c931965fd99bafff6f5d6da534,2880,2304
e2ec7fc4c6f718c7da540ee96d64b724,3408,3320
ab10e7987e56dbf6f83b6e1076bc54de,2836,2336
62e1eedc69d6ad4a5119578eced73aac,2663,2472
34fb33082668de552d8bca5ea79a60d3,2500,2048
809fc376d2a0aeae5d8bb7f7aed6eda0,2430,1994
6899d63a9d60ee219291ba61f964dbcc,3348,2808
066ca890a8f0511461d66d421e2ed2b9,2930,2504
d461101a96937c7b9f6d97314b66ac7b,3173,2937
5c0e5d5565e95746f3760193c38a48bf,2880,2304
a45407e8b1daab75a1217b65de60c29d,3137,2873
c68fcaf24e125985f44e60be858f5654,2583,2317
06c60e030c4216ce9ef5c2ba8db919f0,3072,3072
8e100a70a6ff43329a1e1c44bc602dbd,2500,2048
6aacc8577bd7670f24e7be0ceaaaf006,2836,2336
30b2356b3f71b6a43e499af2cba679c0,2719,2273
2c811692ee5993b6611391db3c96a981,3170,2642
6cbd13b06658fd36d2304b2ae9b82207,2822,2573
28fe4ea105153a7a5265e8b61a1dd1bb,2430,1994
e5c0e5bd7e50d4de77316f4f3582e6e4,2758,2265
aa964d3d679f4daa8c230d6b6abf7343,2805,2569
528b0f9791c96c9cb1b2e4f510223f8e,2868,2256
535758aaf0f8b926b8d6d6b30561e2dc,2836,2336
fb48bbb3ffa789f21368916c4ea54e27,2571,2414
d34990159533ceeec96279407f463ede,2588,2504
cf62220b6647aa19043a9bd46a04f61a,2880,2304
9d4654c4c7def98196c0f8f14277ec7c,3072,2540
8c721b62fb7e987b743b1b59b984caec,3170,2642
4248a80a016d3bb7c12544e32d97330f,2840,2465
37a162a49494e70202afdd543efe7457,3072,3072
74eb8e74c7dee9e2342a43703a868387,2628,2848
317507bb22f6c10f4f08e8666c0f6ff8,2880,2304
6ee4ddeccef1ef0b04fd519822dbe176,2430,1994
fd2b235794fd60c32519a560e4199a4e,2430,1994
55e39b1282cde6796b82c6b5019a1fb8,2756,2580
3b3a5593272c4440893c3acca186d897,2437,2414
d31b5cfd25dbcb8bf6f294c3a257cdea,1830,2080
05ca9b3be8bc8240cef9a387a5a06785,3072,3072
05f4911da872a51502a16e8807ee673f,2880,2304
4679cc98fd5d83db238876050fc3e31f,2748,2374
ad692ac2d79af2c93b21a9260ab32f6c,2430,1994
cb72d05e65bd9d1b7abdf2c11cdb2351,2535,2354
1e96e84ac07738cd2f019b1c1d1aac5c,2880,2304
c1a0323ca91d16cc313f4e2630f1ba58,3072,3072
ba0ee85ac58311c7f1413a3af2f3f7c7,2500,2048
be8747c0a1878e0230868c016a47f523,2880,2304
df62393cfc31ac473af77c85dafa09f4,3044,2446
ab0a1c92c467448a9f775ef87079361d,2430,1994
55fb526d34d6a1397c64f537883fefec,2941,2279
ae06093b55cebe0e6f94bf7cf444b409,3072,3072
975ae420a0dbb058ba6f773035189324,2430,1994
ab169e0123361323e76b3c3e5250d804,2795,2461
73de4dfd9d1dd268f299b08c1ec3d4a2,2767,2414
a3411581087b63a70a2bdba24e55ff4e,2500,2048
1f3f1f55b90ce7fcf27284d12fd04d0b,3000,3000
541ffcf7a179ec5aeef096ceb750e640,3072,3072
2f26aa8a91c030eab136daa53d5027ed,3000,3000
616001e85ea2c6f4380f06426c6f4da5,2836,2336
a4bc2e88a21b0cc1bb3a7b6645c739f2,2430,1994
bd24133a5c72fdd62ad820445627b718,3072,2382
e5bf61c95a0127e95f844d52a8400efe,2836,2336
e24392c47743c3e40cf0c2abe1dabd5b,2500,2048
6b33644865832cf3e25c5d00049c0380,2430,1994
6c3d8be75c2c2ac1ca496396fae6f61f,3028,2517
57ea8252280fae29b410732f1f84bbae,2836,2336
8843bf18d7fc51c9389e414c28237333,3170,2642
522dea0833b59836405679f464299eac,3072,3072
793c5b4edfb03b51eb742cdf84702596,2739,2472
7043451da60cb89537435829965759c3,2500,2048
9d41d30b9d8cee9a95a63cd6e696a1e4,3000,2805
7e753b828cf177df57781bd13aa6120d,2430,1994
3378210c38d195ff5a7e3b612cded052,2500,2048
2877640e69c0276243177a341ed74742,3270,3075
3ac56b155ee17a6b0918ada540dba729,3072,3072
8649d84b0796e9deccdd4f6bd8d4e998,2880,2304
1f65f42456c5ee5b7f14ddee95c88726,3072,3072
c1eed8528dc7ce27efb7c0b4d4f3736e,2680,2569
4758f12fa97db882fa8b7142014cefb4,2200,1880
e3c91051c8f2bcec228fb9ef85ebab24,2963,2456
e548ebd90f7f6ef537c43d7756a429fe,2430,1994
909ab0321cdc507243c58b1f95ef55bf,3028,2517
b55c77746896389635b31a1431dd2c90,2980,2672
26d9a51c0e889911fadbfd7219c6540a,3408,3320
335a317bb032767650850839d887cb62,2895,2427
e09b5518de85af6827b3eb1812068abd,2430,1994
83bb0634e0a63072f609fe987d059497,2880,2304
be64eb90ac7c89f0c07cdea25e4f3a20,2836,2336
661e2ad23fb47d53b65381856062be0b,2836,2336
23b0639cd035140def992b0ee7fc34f2,2500,2048
7420390f86743477b75da6c94a2a05f4,2858,2424
ddf1ec27c68bb40da0bebdff2dd95175,2500,2048
75343f262204d784857b6b675a923cd7,3072,3072
97dd3aff199f6be7eea5acf9e3c9a22d,3028,2517
95ec8f08322eb76c65acc94ba599da04,3103,2864
f335c8362628b5f90c281eed171f9ab8,2930,2504
3bb624ba4c4ec89722f0cdba44159006,3072,3072
9f6515eac1d5043d511068bd757a17e1,2836,2324
7237fe007c5cab239011e89137eee3a7,2668,2080
309ca3d3a6991e2a001d75f734d88099,3408,3320
cd2c1f982c09efe46097707c3fb0a638,2456,2504
9d5c532ba08dbfcbb12e198a4b03cb4e,2430,1994
0e17c6df39f947b40b60d42c5dc68b71,2430,1994
57036d99900dabe66e5294251e3f56de,3072,2540
9a55eaf833d51c807f321c46b8cde73e,2930,2504
d91042057e960f8641fdb72185948d86,2904,2462
9843055e2c23d2b8d620979a24d6ac2d,3000,3000
65e97b1e85197353e02e399d7a5e928d,1840,1515
06c59659f6124062db8bda3d7ef038c3,2430,1994
c699f16ba0b86f474390da9515bcad7a,3174,2738
cf3b911028cf826c2b2b4cba5c4987fd,2430,1994
5cc6a7ae37db51da2957731606922867,3408,3320
139282fc433f147aba91c6a99b8376c3,3072,3072
86dbe6128679f9c5752c1c82d040caa2,3072,3072
989c65929da5fa0297db8da6945cca52,3032,2520
95ea31f11c0846c766ee8f0e03782e48,2430,1994
dc0891b0748b90ad95dbd023222ecf27,2953,2577
6aeaefce5f38f0dc5fef0cf9033670af,2500,2048
d8ecc4a091d838d9a615f100a907d5ec,2500,2048
306ed332a8e21425894424f73c17b11f,2880,2304
f4e16cb73fddfba9a3f054fc3d3fdcef,2760,2649
dd649e8c3da1085b14abbb5bce3e6a20,2430,1994
059bf541e8754826c52b7184a52f3446,2832,2354
142c40f682be5393eabfbaac162c7e1e,2430,1994
e6201a156a1b807fcf34425b4af785cd,3028,2517
3735db2a61a73227dd6afc65c2d8bf23,2430,1994
de6d6efd88431d3253198106bb070471,2500,2048
5260bd9fff6293f51f50232b2f0ebdcb,3072,3072
4518dd081dec46cc7a40db0e2d877512,3000,3000
1640b4d80c9ded9fdd964740f3e9132b,2822,2587
e18b67f03978dce39925ca0c957ad2b2,2500,2048
8a3a27f152ad0f45501dbb5bf3c871f1,2408,2587
a6b0aa30513d283981609465d2b9fd9a,3000,3000
e349833fb6d952431778d83d555fb50d,2843,2587
6cd46a59ee847f2f63b1cc204aa4984f,2981,2458
1f9cdcc5024717fd9164946c2c317e1c,2836,2336
6cf0ea4eb8810156bfb48f5a7dbeffd3,2944,2780
d39b7871db568a6d623874d5b9d3f11e,2880,2304
89bffe4da1d64bc75b055b9449169414,2430,1994
9a10974aa0dabf26fb1b8a7d85cafedc,2880,2304
22bffc5899594f02be82d2eb16b8fceb,3030,2735
f654e8b8bf5a381129c17307730fadb9,2670,2489
86c7d82f307176899c3b25cc82f8d69f,2430,1994
3775f87e894a9cd1f59a89cad0fc25be,3170,2642
1f0e926963ba67281c32a35474a1af05,3072,3072
f4d7d5de6fbfafb222c389fb23251e80,3072,3072
26c7d4eae99ca11750d9dfba240152cf,2964,2704
5b21cf5288e23f7abc39fc7fecae09cd,2814,3072
231eceaec9e603e7cdb2021bd2ccbe02,2880,2304
0ccb9c0866cb6c73621d45eb578d6603,3170,2642
3e2c52e066e6bc9e28a58d7f13c64296,3028,2517
98b814ce7b4c39023aac582fa4aadc5f,2836,2336
76ba59bd6f06fc0fa1ef003da3052c00,3370,2872
23a8f7f5a8d57205fc42afbe83ccc3da,2923,2510
04994993c9e416f32ce24c7e7501d3be,2880,2304
cffa67149b86b1359623d25f061a2063,3022,2746
517f3939a9628db4475c2c0ae39b2d1b,2160,1896
25e383a85bad2e00064e7be23d745f50,2742,3058
ac242065edfab4f95bd080fb266f6b42,2880,2304
449ba718968eed6b58d9fb9cf15b03f3,3072,2540
459758f58ef94a8a0701e228156c4965,2694,2434
01fa6111c3fc03f33b2d2f9cc90a9e2f,3170,2642
90b654cfde4741fa44f9e1161262996e,2500,2048
fd8af9c6f7a66a823f719ec20f2412b0,3374,2753
9d7f277cf6c9b5f16c3b7d1c140b9eec,2836,2336
a9066012a6b59ef2a153a05091517cb6,2430,1994
02a838b68096ccfe3db79e5864ba5433,2500,2048
525931a90ab60b843f96ba79db234039,2430,1994
49124d28f1789656d1da791c8f60b17a,2880,2304
ea7561e25ff0e7283d4197092e65d052,3117,2684
43f2bb7edda429b9d5970c0e1a22207f,3280,2968
7e210478a7d689a4d4bc12447b9f7d96,2878,2618
c4c9fea6b04fa09516a12fa302545bf6,3072,3072
56fba4cf02658d0592281bf6545798bc,2430,1994
ff0191df898268978f2c29231450fd66,3072,3072
58989b53f38657250fbb9de06952f139,2572,2142
5f808e0ee752098d683a03df8555adfc,2836,2336
8ffeda5645b9d3d6912bef96bbe094ed,3408,2375
a692a1afd469e83448d1148facc77de7,3073,2944
2273d1a07a40e381fb7dfd7649166714,3072,3072
5a379fa35a1b345ff2dd97594874bc0c,3000,3000
48273ebc8a590c8874f821ee05165353,2836,2336
7efaadf8edae89fab65a9c71be3dd198,3408,2347
fbadbb00720fcc1385e05adaca2502e1,3158,2848
bb77bba369c8738eb46a13be5958484f,2985,2663
7ee1ab8a32131164200883f95571f35c,3072,3072
3fc0763ebdef87b4c27cfb2a062b6496,2196,2040
a8f1ef14b75d62f292591997909c258c,3072,2540
133e82d124d799fedca8146107d2c5e7,2534,2547
d81e77793005c69573f6a49b8559497b,2500,2048
03a66c919172a500cea51763d9a22f56,3408,2486
bec4e291198abaebcd62306321094d50,2430,1994
dbe77ecde7361d1c82c67b398f07f281,2430,1994
0be45114544283beb4f6d371f946e889,2880,2304
42159e0597c8de5b35f7d04eea3a9d2d,3072,3072
f7c13055c1aa432a78ed8c172df3a6d1,2392,1856
50742e2516c5af7abede56edbd3bb6bb,2448,2174
fe38f660798b39c4dcca261997841bae,2836,2336
63f912f3d277cbcc65aca626565d5aab,2930,2504
27849a742242ed68910ae7592904db7c,2835,2509
f8c58f156f9bcdba6f1d0d454560c8d4,2695,2265
01a1e85c56486eccd29f3e824e745c2a,2806,2376
b94c2d3d8878a07297684c90af9dcabd,3072,2540
383e5c3c75776eb23a6d245cd92dffb7,3072,3072
85e4008def6c48bf43bcf70a5d1e2273,2768,2732
ce124e4ecf1e643ca350bbc75e7f8658,2704,2596
cc29cf290d5e15ec95f613e519816e05,2500,2048
745101df234416c1912639f9aa4816bd,3072,2540
bde1094ed57f1b0190facedc7f79426f,2779,2158
96a75857c0c98d3f8713d10e0f9531ca,2500,2048
6833c509c10b569d6167db70b83ee5d5,3408,2626
14629917f69e21145d1e662ef6c0dc2e,3001,2880
d0637a84d6a59365a0b4b86dbd4b52ce,2836,2336
2d524b03db10432b9e13cd6f98fdaafa,2836,2347
4d0acfb4200c0153173d5d9997e6fe43,2880,2304
79bd8310bd57dfd23d33bfe5b3cc81d3,2577,2423
c749232c6cb9616a2a7b24a85811cfd4,2430,1994
d33e0494ff0e35fcda857261f57c2547,2718,2604
945dcf557d9d281b55644289c53b1039,3072,3072
a0abebcd375e27474a72c6026a644cab,2430,1994
9f3b91a14738c8cb5ac655fdb40bdb9b,2500,2048
ea4dcfaddbc2292299107542aacd5999,2430,1994
07e5378ad3928091c08dded1f6b5353d,2430,1994
9603efb8e66d5415289743d03a747e62,3072,3072
c0f992e23de30afb875371c3630cb9af,3154,3173
692d801c6a78dd09400659b80f9ea0c9,3072,2540
7e2bd6a3845b5ead3134174e22c68265,2507,2142
4203ea234a2b4f10be4bd90cddc64347,2430,1994
ee625759d64b45d5e8a4e4803576080c,2500,2048
c92d2dd6c5e5a9efc4a59262352a1e0f,2996,2777
34d941821c547fa3e9c6627bb7e77d20,2836,2336
4987937425ec6478ba2f1c7549cb5369,2972,2660
dd73d7cf00dea954470641d84279693f,2632,2476
58f1092e67574175f2f17b06b1f66911,2929,2630
